label,max_temp,min_temp,max_wind_speed,min_wind_speed,precipitation_sum,par_total,root_zone_soil_wetness,surface_soil_wetness,humidity,earth_skin_temp
Leaf-folder Injury,34.2622,8.9479,5.323,0.0361,318.0766,7.6079,0.6123,0.6141,12.9655,23.176
Tungro,38.0796,8.0168,4.2827,0.0246,351.6204,7.5654,0.5979,0.6006,10.8949,21.6496
Insect Infestation,41.678,7.2292,5.9534,0.0226,168.2305,7.0245,0.4527,0.4342,8.6225,22.8347
Stripes,41.318,5.5821,7.9128,0.0181,121.3538,7.6129,0.416,0.372,7.3661,22.3415
Blast,37.9185,8.0772,4.8714,0.0636,473.0185,7.7914,0.5043,0.4927,11.1155,22.8604
Blast,39.3548,7.8388,7.1798,0.0455,151.9087,7.4586,0.4087,0.3767,8.1042,23.3419
Healthy,35.253,10.8021,5.5421,0.1241,513.53,7.419,0.6653,0.6492,12.4178,22.3831
Tungro,41.0381,5.5571,7.6316,0.0206,130.7915,7.6096,0.4145,0.3704,7.1662,22.4149
Scald,44.7012,6.5634,7.8972,0.0417,120.9846,6.7557,0.462,0.4364,7.9213,22.1243
Tungro,36.1743,11.1745,6.0425,0.0948,231.6704,7.6169,0.465,0.4353,11.9404,24.3447
Healthy,36.8061,10.4672,6.4703,0.0863,167.6342,8.8943,0.4764,0.4399,12.0998,23.9837
Tungro,36.0948,5.7941,1.163,0.005,339.7622,7.9736,0.534,0.556,11.3483,21.1124
Leaf-folder Injury,43.3338,2.1185,6.6824,0.0217,84.0264,7.4779,0.4421,0.3471,7.0731,23.9052
Scald,33.6087,9.246,1.2375,0.0242,730.0412,7.9125,0.5644,0.5829,11.6204,21.2702
Stripes,37.8422,7.0219,3.8941,0.0178,414.6784,7.5761,0.5468,0.5574,10.9143,22.1481
Blast,41.0304,5.6867,7.5641,0.0196,134.4516,7.5989,0.4203,0.3655,7.2798,22.3737
Tungro,43.6553,7.3658,9.148,0.0405,97.9134,6.9729,0.3993,0.3482,7.1671,24.7946
Scald,42.3479,8.0239,5.5485,0.0506,69.808,7.4975,0.4393,0.3583,7.6788,25.0957
Blast,37.6859,5.1829,4.236,0.0797,336.6886,7.1373,0.5512,0.56,9.985,21.955
Leaf-folder Injury,43.3359,1.5778,8.5126,0.0122,108.1499,7.6393,0.391,0.326,6.6025,23.1255
Healthy,42.8751,9.3299,5.1358,0.0303,115.6705,8.1444,0.5011,0.3959,10.4316,26.3229
Leaf-folder Injury,43.188,2.1673,7.1533,0.0215,84.7345,7.5241,0.4349,0.346,7.131,23.993
Leaf-folder Injury,41.106,5.7296,6.4374,0.0624,107.5611,7.9756,0.5197,0.428,9.9764,24.5638
Healthy,36.8513,10.9083,5.469,0.0977,231.4685,7.752,0.4643,0.4351,11.7304,24.4302
Scald,44.7096,6.6863,8.011,0.0467,125.4212,6.8031,0.4684,0.4335,7.904,22.1931
Tungro,40.8901,5.7301,7.6018,0.0208,115.0946,7.5859,0.4194,0.3739,7.3716,22.4105
Blast,33.1475,8.7427,6.272,0.0355,781.1698,7.5616,0.6534,0.6494,13.5714,23.0213
Healthy,42.1169,7.2731,6.0112,0.111,106.8276,8.3422,0.503,0.3995,9.8903,25.3611
Leaf-folder Injury,36.6141,7.6679,4.5901,0.0555,702.9212,7.0498,0.5687,0.5721,12.7505,23.2247
Stripes,41.4311,10.1086,7.5335,0.079,82.3364,7.6023,0.4101,0.363,7.6395,23.1842
Healthy,41.016,5.5326,7.588,0.0191,142.0649,7.6133,0.4178,0.3743,7.2771,22.3579
Leaf-folder Injury,38.6942,7.9942,3.9662,0.0257,454.0287,7.6143,0.4604,0.43,9.9056,22.7564
Healthy,36.4202,10.778,5.8983,0.0678,348.2084,8.0649,0.5462,0.5428,12.7179,23.4587
Blast,32.5951,8.17,4.7011,0.0692,1348.1073,7.3949,0.6708,0.7011,12.5995,21.6392
Tungro,36.2976,7.002,3.7999,0.0749,368.0835,7.6971,0.5736,0.5524,10.8324,21.4873
Scald,38.5563,7.1812,3.9836,0.0407,450.6028,7.6196,0.4846,0.4701,9.9369,22.1958
Insect Infestation,44.3617,7.4613,5.4844,0.1245,45.5806,7.9174,0.5106,0.3877,9.122,25.6957
Blast,44.5217,6.5541,8.0653,0.0471,131.5089,6.7231,0.4655,0.4426,7.8748,22.0523
Scald,38.891,7.092,3.9649,0.0377,437.4471,7.6188,0.4851,0.4735,10.1696,21.9955
Blast,43.5329,6.6884,6.5444,0.0946,61.8514,7.3607,0.4639,0.399,7.8419,24.1762
Leaf-folder Injury,43.2322,1.6465,8.2975,0.0104,109.9064,7.592,0.3949,0.3268,6.405,23.1523
Stripes,42.8806,6.3601,7.3822,0.0054,68.5314,7.4441,0.4042,0.3493,7.467,23.5015
Stripes,43.4608,6.848,8.1996,0.0486,36.862,7.4476,0.4412,0.385,7.1048,23.0451
Stripes,41.8445,6.6107,6.4782,0.017,165.5604,8.774,0.4382,0.4125,6.7901,20.9658
Healthy,37.5476,10.3302,6.1195,0.013,195.1418,7.653,0.4501,0.395,12.0551,24.8585
Tungro,41.0581,5.6229,7.7334,0.022,144.5895,7.5576,0.4123,0.3688,7.2149,22.3418
Scald,37.477,9.8105,1.6004,0.0118,208.1464,8.2356,0.4769,0.4785,9.8924,21.7513
Scald,42.7162,6.697,7.6228,0.0046,64.641,7.5025,0.4091,0.3429,7.3977,23.5071
Scald,40.9028,5.4942,7.7021,0.0208,110.2379,7.6089,0.4159,0.3706,7.272,22.3751
Leaf-folder Injury,43.5715,7.5586,7.9098,0.051,39.1275,7.4295,0.4439,0.3758,7.1963,22.8418
Blast,41.0727,5.7189,7.6801,0.0196,121.6175,7.5926,0.4185,0.3718,7.2879,22.3843
Insect Infestation,44.3683,8.4159,6.8114,0.0499,136.6193,7.0114,0.4989,0.4155,11.0012,27.0272
Healthy,46.4712,6.3271,6.6787,0.036,147.858,6.4525,0.535,0.4984,8.9008,22.9109
Leaf-folder Injury,43.82,8.3776,6.4606,0.0453,135.9193,7.0402,0.5037,0.4115,11.1402,26.4863
Insect Infestation,42.0087,5.9959,6.3287,0.0406,79.44,7.5984,0.3562,0.2618,5.8065,22.8333
Blast,32.5868,8.2836,5.1063,0.0737,1336.5149,7.3303,0.6807,0.6939,12.4288,21.801
Scald,44.2505,7.5084,5.5746,0.1382,46.3986,8.0465,0.51,0.3804,9.5742,25.7071
Stripes,41.3437,6.3133,4.753,0.0695,266.8888,7.9821,0.5027,0.4784,9.1599,21.9691
Blast,40.8281,5.5316,6.3407,0.0637,107.7944,8.0169,0.5239,0.4571,10.0426,24.8066
Healthy,35.42,10.1,1.38,0.01,269.85,7.8125,0.455,0.4425,10.2975,21.98
Blast,41.0824,5.6796,7.7674,0.0192,126.6688,7.6118,0.4165,0.3661,7.264,22.3634
Stripes,43.2104,1.7459,8.4323,0.0096,102.3582,7.6144,0.3939,0.3294,6.5635,23.0152
Scald,37.5852,7.5006,1.1415,0.0121,74.8723,8.2584,0.4131,0.3533,9.022,22.5814
Leaf-folder Injury,40.9249,5.6515,7.834,0.0199,128.4322,7.6149,0.4204,0.374,7.3964,22.319
Tungro,43.679,6.7357,8.8991,0.0387,100.7615,6.9386,0.3998,0.3362,7.2922,24.8253
Leaf-folder Injury,41.0454,7.647,7.8581,0.0167,105.3322,7.0459,0.4409,0.4075,7.6826,22.7153
Tungro,37.9771,7.6477,1.3327,0.0057,113.0464,8.1424,0.4911,0.4768,10.1949,21.3927
Blast,42.8329,8.3915,6.0715,0.0188,232.6841,8.0008,0.5236,0.4551,10.2822,24.8938
Blast,37.8872,7.4976,1.4036,0.0126,171.5525,7.578,0.4709,0.4684,10.3836,21.8217
Tungro,43.143,2.7187,6.6436,0.0234,87.0214,7.4498,0.4346,0.3429,7.1582,23.9107
Scald,38.3404,7.3215,5.8308,0.0181,60.6734,8.0636,0.4442,0.3678,11.318,24.8369
Tungro,38.9692,7.7739,7.0104,0.0524,154.1942,7.3974,0.4087,0.3606,8.4847,23.2331
Scald,42.1771,6.4592,5.3031,0.075,46.9637,7.0576,0.4939,0.4371,8.1336,24.1161
Tungro,40.623,6.6375,8.5593,0.0396,161.2134,7.0713,0.4275,0.4029,8.2374,22.1131
Leaf-folder Injury,44.4504,7.5767,5.6217,0.1361,45.2297,7.9422,0.5229,0.4011,9.3494,25.5561
Blast,43.0754,8.9915,5.1914,0.0603,78.8946,7.9774,0.5137,0.4115,9.6147,26.0886
Leaf-folder Injury,44.9574,6.4343,4.996,0.0541,55.1743,7.5378,0.4585,0.3811,8.2972,24.6141
Healthy,42.8784,6.8064,7.6607,0.0131,62.9357,7.4904,0.4088,0.343,7.3993,23.466
Healthy,39.8082,10.8755,1.8348,0.0099,54.4865,8.3494,0.4367,0.4074,9.6065,22.3249
Healthy,41.0815,5.6252,7.7216,0.0179,137.1854,7.6074,0.4181,0.357,7.3079,22.2775
Insect Infestation,42.818,7.4853,5.9189,0.0888,120.0171,7.0451,0.5294,0.5147,10.3652,23.5915
Stripes,32.9098,9.0913,6.4936,0.0411,792.6014,7.6004,0.6533,0.641,13.5287,22.8994
Healthy,37.401,8.5525,3.4912,0.0506,428.7614,7.8669,0.5432,0.5338,11.1777,22.1099
Healthy,43.2359,1.3583,8.3565,0.0098,109.2037,7.6114,0.3948,0.3239,6.5817,23.1411
Tungro,42.372,7.3183,5.971,0.0193,168.0319,7.0605,0.4635,0.4297,8.4527,22.5653
Insect Infestation,33.7555,6.589,3.7691,0.0296,610.87,7.4408,0.6721,0.6973,12.399,21.3031
Blast,42.969,1.8896,8.2387,0.0097,109.1189,7.5905,0.3967,0.319,6.5385,23.1747
Tungro,42.7374,6.7127,7.562,0.0075,65.887,7.4688,0.4043,0.3366,7.5073,23.5531
Insect Infestation,39.133,7.0197,0.536,0.0124,62.3424,8.1062,0.4706,0.4587,9.964,21.5346
Leaf-folder Injury,37.2814,9.4661,1.2781,0.0148,220.3543,8.0444,0.4671,0.4677,10.2623,22.173
Stripes,43.2652,1.9353,8.6482,0.0107,99.7376,7.6124,0.3984,0.3307,6.5028,23.0937
Scald,40.99,5.6243,7.6182,0.0185,116.6652,7.5904,0.419,0.3795,7.3256,22.4064
Scald,38.3088,7.6757,4.4426,0.0421,380.0012,7.1414,0.6041,0.5871,11.2358,21.7674
Blast,43.0629,2.1703,8.262,0.0081,103.7975,7.5785,0.3998,0.3247,6.5495,23.2976
Insect Infestation,40.7009,5.4421,7.8124,0.0192,124.3541,7.6053,0.4154,0.3732,7.3171,22.4348
Healthy,38.5711,7.3825,5.5697,0.0048,230.0884,7.5266,0.4529,0.4216,8.5437,22.3367
Stripes,37.3694,10.6754,1.2817,0.0125,62.5727,8.4016,0.4016,0.3333,9.2956,23.1457
Scald,43.9444,6.8239,8.936,0.0425,100.4617,6.9498,0.4007,0.326,7.2858,24.6541
Insect Infestation,32.8593,9.3073,1.2412,0.0168,756.1693,7.9419,0.5578,0.5823,11.6409,21.2211
Blast,38.082,7.6754,1.4669,0.0162,167.833,7.7066,0.477,0.474,10.2321,21.7761
Tungro,42.6798,6.6805,7.4095,0.0103,61.6764,7.4703,0.4075,0.348,7.3642,23.5063
Leaf-folder Injury,36.2906,7.3412,1.1073,0.0017,264.2708,7.7717,0.4376,0.4059,9.7397,21.893
Healthy,40.8158,5.588,7.6452,0.0183,134.116,7.6016,0.4134,0.3664,7.2958,22.3706
Blast,41.7358,6.3213,6.5145,0.035,79.2395,7.5892,0.3579,0.2611,5.8911,22.779
Blast,40.5339,6.0825,7.1963,0.0169,99.8237,7.289,0.4297,0.3883,7.8915,22.2987
Tungro,36.5941,7.5786,4.2504,0.0649,719.9464,7.1375,0.5695,0.5751,12.5423,23.0903
Insect Infestation,40.1514,4.3411,4.9519,0.0784,175.3852,7.9715,0.4739,0.4604,9.6524,23.0897
Tungro,43.0436,1.3539,8.443,0.0069,108.3781,7.5864,0.396,0.325,6.5853,23.2488
Healthy,43.6996,6.8257,8.8169,0.0377,102.7514,6.9525,0.3903,0.3399,7.3692,24.7902
Stripes,37.6156,10.5016,7.5323,0.0431,158.6799,6.8409,0.4959,0.4717,13.9467,25.1073
Leaf-folder Injury,39.6196,5.9814,4.8269,0.0477,456.2522,7.4443,0.5234,0.5202,10.9765,22.233
Insect Infestation,39.9057,5.6797,5.9583,0.1286,296.8785,7.7065,0.5707,0.5104,11.0265,24.5371
Scald,43.7906,6.7581,6.3597,0.0353,120.7799,6.7299,0.4512,0.3924,8.6085,25.5166
Blast,43.6012,2.4924,6.6672,0.0175,79.5758,7.4596,0.4322,0.353,7.0636,23.9753
Blast,43.3569,7.2966,7.7883,0.0517,37.9148,7.4406,0.4345,0.3902,6.9674,23.0861
Scald,42.7359,6.654,7.45,0.0103,67.6027,7.439,0.4151,0.3381,7.4074,23.5219
Scald,41.0503,5.7264,7.722,0.0222,128.0591,7.5821,0.4186,0.3773,7.3297,22.3778
Stripes,41.0459,5.6418,7.7575,0.0169,129.8903,7.5752,0.415,0.3634,7.3694,22.3342
Tungro,36.2448,10.1803,6.2958,0.0919,170.8879,8.7378,0.4752,0.4346,11.9044,23.8261
Blast,41.0226,5.683,7.7315,0.0188,131.7849,7.6202,0.4187,0.3712,7.3361,22.3014
Leaf-folder Injury,42.079,6.709,6.4305,0.0232,71.6186,7.0383,0.4906,0.4448,8.8298,23.2668
Stripes,43.2846,2.7923,6.9825,0.0238,82.365,7.4784,0.4355,0.3486,7.1612,23.9513
Scald,40.7104,6.4398,7.0158,0.0221,102.0493,7.3348,0.4318,0.3906,7.922,22.5232
Tungro,43.5066,2.3554,7.0729,0.0221,83.4362,7.4951,0.4288,0.3412,7.2098,23.8659
Healthy,43.012,8.3087,5.3676,0.0584,72.5907,7.4279,0.4388,0.3587,7.7275,24.8155
Healthy,39.0551,6.1874,5.6557,0.0392,191.1524,6.8865,0.4516,0.4084,9.3133,24.4311
Stripes,38.0883,7.6413,4.6559,0.0575,360.4551,8.1502,0.5011,0.4835,9.6556,22.0854
Blast,38.6361,8.7274,1.3933,0,106.1397,8.2656,0.4223,0.3782,9.617,22.0763
Leaf-folder Injury,43.7525,7.2898,8.8834,0.0353,100.3409,6.932,0.3966,0.3382,7.2512,24.8225
Tungro,40.7483,5.5754,7.6825,0.0208,117.1974,7.6036,0.4205,0.3753,7.3122,22.4184
Blast,38.127,7.6427,4.865,0.0572,321.3788,8.1552,0.4921,0.4632,9.6733,22.1308
Leaf-folder Injury,35.3285,10.2135,1.6613,0.0109,270.6814,7.7699,0.455,0.44,10.4917,22.0576
Leaf-folder Injury,40.5517,6.1905,7.8382,0.0395,157.188,7.0774,0.4335,0.3982,8.2313,22.0334
Insect Infestation,42.5581,6.7941,5.8018,0.1042,134.5777,8.9557,0.5052,0.4058,9.8429,25.2327
Blast,38.4321,9.1648,1.8077,0.0058,128.4342,8.1214,0.4475,0.428,10.015,22.3521
Leaf-folder Injury,44.1993,7.5829,5.369,0.0291,128.66,7.6914,0.621,0.5676,11.3356,23.8931
Stripes,41.741,7.4176,6.2946,0.0221,167.6298,7.011,0.4585,0.4273,8.4029,22.793
Scald,41.8644,5.9406,6.43,0.037,84.929,7.602,0.3526,0.2628,5.8137,22.7207
Healthy,35.973,8.1711,5.1259,0.039,401.7666,7.59,0.5331,0.5277,11.3958,22.5266
Scald,39.5365,6.2964,5.6447,0.0286,232.0589,6.8625,0.5858,0.5691,9.8395,21.5286
Scald,38.5653,6.2514,6.8008,0.0073,80.9857,7.17,0.43,0.399,7.9629,21.9342
Blast,44.5559,6.2296,6.1502,0.0488,60.8126,7.5624,0.4567,0.3791,8.1714,24.3863
Blast,41.2732,5.5904,7.6585,0.0211,129.8628,7.5753,0.417,0.3716,7.3587,22.3276
Blast,46.6786,7.8369,5.1228,0.0362,146.759,6.9103,0.5861,0.5244,10.5102,24.8928
Healthy,43.2365,7.9602,5.4863,0.0544,76.0259,7.5085,0.4376,0.3543,7.697,24.9129
Blast,40.7964,5.5889,7.57,0.0187,123.0462,7.593,0.4096,0.371,7.2956,22.3509
Healthy,44.099,8.5354,6.368,0.0521,123.3666,7.0573,0.5019,0.3915,10.8218,26.6944
Healthy,43.1987,1.7971,8.5301,0.0105,111.9868,7.6395,0.3935,0.3318,6.5437,23.2541
Tungro,44.6249,5.5348,5.508,0.0385,49.7296,7.5231,0.4439,0.3579,6.7049,23.4235
Healthy,44.0453,6.5298,6.6483,0.098,58.753,7.321,0.464,0.3875,7.8439,24.3305
Healthy,36.1724,6.664,3.7154,0.0765,366.9971,7.7172,0.5528,0.5509,11.1381,21.5374
Stripes,40.5547,6.908,4.6644,0.0518,152.053,7.4234,0.4601,0.4115,9.1423,24.0101
Scald,39.7661,4.2064,4.2792,0.0868,176.3599,7.8954,0.4802,0.4553,10.0753,23.2433
Blast,38.7282,6.0213,7.0243,0.0096,86.5695,7.2118,0.4259,0.3971,7.9369,22.1808
Scald,36.1582,7.4382,0.533,0.0072,185.8813,7.4713,0.4683,0.4633,11.9237,22.6359
Healthy,38.42,6.99,5.5,0.01,228.95,7.5075,0.4525,0.4275,8.48,22.3575
Tungro,41.5455,5.963,6.4769,0.0376,76.8423,7.5876,0.361,0.2635,5.8341,22.8869
Blast,42.6524,8.2058,5.3741,0.0643,70.2241,7.4923,0.4395,0.3613,7.7308,24.943
Blast,42.5328,8.4251,5.4607,0.0567,68.7766,7.4885,0.4395,0.3582,7.7082,24.7102
Scald,40.626,5.556,7.6305,0.0216,139.3762,7.6154,0.419,0.3731,7.2098,22.3301
Healthy,37.6037,8.4753,3.6329,0.0566,358.6504,7.872,0.5387,0.5394,10.9931,22.3334
Healthy,44.4224,6.9274,5.9325,0.027,135.3113,6.6324,0.4559,0.3893,8.8498,25.565
Leaf-folder Injury,40.4525,4.3585,5.0567,0.0811,183.3658,7.9767,0.4739,0.4549,10.1699,23.0036
Scald,37.8473,8.3325,4.8807,0.0604,500.511,7.7751,0.4934,0.4932,10.928,23.0765
Insect Infestation,44.4967,6.5064,8.3485,0.0375,125.3274,6.7628,0.46,0.4401,7.8866,21.8247
Blast,40.7873,6.4336,6.9674,0.0155,101.001,7.2834,0.4297,0.3965,7.9283,22.4651
Healthy,42.212,6.0691,5.6562,0.0705,30.8187,7.0038,0.4956,0.4454,8.4013,24.1239
Healthy,41.6214,9.7663,7.1454,0.0831,89.22,7.5923,0.4146,0.362,7.6614,23.169
Scald,39.7005,4.3657,4.9242,0.083,178.9961,8.1083,0.4811,0.4588,9.6409,22.963
Healthy,43.6688,7.1826,8.8742,0.0402,101.7841,6.9534,0.4006,0.344,7.1811,24.8555
Stripes,37.3158,9.603,1.0028,0.0118,211.3246,8.2746,0.4813,0.4781,10.0778,21.7339
Tungro,42.7993,6.7098,7.6592,0.0099,63.0504,7.4828,0.4059,0.3455,7.425,23.4373
Tungro,43.2493,2.2387,6.8102,0.0208,77.1419,7.4572,0.4341,0.351,7.125,23.9875
Healthy,40.2744,3.9293,4.6761,0.0796,179.5312,8.1601,0.4767,0.4595,10.0465,23.4476
Stripes,41.5473,6.0344,6.488,0.0397,80.4005,7.6323,0.3616,0.2683,5.8692,22.8296
Blast,41.2357,5.6898,7.6404,0.0186,128.9068,7.6275,0.4206,0.3656,7.1277,22.5157
Scald,42.8188,7.381,7.7672,0.008,68.1513,7.4755,0.3985,0.3408,7.445,23.522
Blast,39.2321,6.8882,6.1677,0.0212,50.1288,7.8322,0.4433,0.3698,11.5123,24.5602
Tungro,36.7261,8.8676,4.2736,0.0432,520.9162,7.4051,0.5258,0.5252,10.8427,23.0977
Healthy,41.4923,6.4322,9.3031,0.0066,60.0956,7.3852,0.45,0.4216,8.1329,22.4528
Blast,38.5504,10.5124,6.9116,0.108,41.6882,7.5629,0.5321,0.4945,12.6295,24.3992
Leaf-folder Injury,42.4291,6.3939,6.0814,0.0275,97.3598,7.4725,0.5041,0.4679,9.2485,23.8114
Stripes,39.436,6.259,5.188,0.0515,458.1893,7.4113,0.5216,0.5253,10.9547,22.1177
Stripes,39.4468,6.2378,5.1158,0.053,439.7455,7.4521,0.5336,0.5194,10.8765,22.2179
Tungro,40.8767,5.6407,7.8511,0.0192,122.5056,7.564,0.4169,0.371,7.2392,22.4355
Tungro,35.8541,8.1598,5.3483,0.0457,452.371,7.5407,0.5321,0.5336,11.3655,22.6463
Scald,39.7971,6.1927,5.6009,0.0257,234.0205,6.9788,0.5891,0.5805,10.1307,21.5793
Scald,41.6291,5.9339,6.3792,0.0401,78.2901,7.5646,0.3557,0.2692,5.814,22.8211
Insect Infestation,43.0609,1.658,8.4728,0.0149,104.614,7.5916,0.4048,0.3243,6.5453,23.197
Tungro,42.1731,6.6438,6.2536,0.021,67.9233,7.0952,0.4912,0.4474,8.8797,22.8192
Healthy,41.2894,10.0738,7.3867,0.0776,86.5916,7.4888,0.4123,0.3557,7.638,23.4888
Leaf-folder Injury,41.1412,5.6647,7.6308,0.0248,127.3637,7.5683,0.4171,0.3676,7.4138,22.41
Insect Infestation,43.0876,8.1543,5.4786,0.0581,69.1477,7.4253,0.4335,0.3548,7.7442,24.8626
Insect Infestation,39.089,7.2503,7.537,0.0009,277.0323,6.649,0.5432,0.5462,10.5053,21.7838
Tungro,41.0414,6.7497,4.9392,0.049,152.8505,7.4798,0.4642,0.4099,9.0841,24.1462
Stripes,38.2424,8.3607,4.9131,0.0549,473.945,7.7297,0.5028,0.4839,11.022,23.3211
Healthy,40.5619,6.3914,7.0538,0.0104,104.0496,7.3673,0.4283,0.3909,7.9063,22.3689
Healthy,41.0504,5.6387,7.7777,0.0215,124.5241,7.6123,0.4147,0.3696,7.3605,22.4004
Healthy,39.5091,5.3545,5.5479,0.135,279.049,7.6933,0.5676,0.4989,11.1079,24.2846
Insect Infestation,40.7383,6.4816,7.123,0.0159,105.3737,7.3055,0.429,0.392,7.9038,22.4572
Scald,41.4661,9.7095,7.283,0.0811,86.0717,7.572,0.4136,0.3641,7.6605,23.1672
Stripes,39.3565,7.4544,7.3343,0.058,150.9794,7.4603,0.414,0.3744,8.1901,23.2456
Healthy,38.7524,6.296,6.9712,0.016,86.0369,7.1919,0.4263,0.3944,7.9656,21.9043
Healthy,41.134,6.4017,6.7282,0.0233,158.3939,8.8312,0.446,0.4127,7.1398,21.1784
Tungro,38.0454,7.7727,4.59,0.0615,410.4694,8.2295,0.4874,0.4754,9.711,22.0588
Healthy,36.8458,9.644,1.2676,0.0127,207.5453,8.3386,0.4827,0.476,10.2272,21.8633
Stripes,40.7783,6.1032,7.1844,0.0233,106.5826,7.3141,0.4277,0.3931,7.8983,22.418
Tungro,40.9221,5.5813,7.7709,0.0191,122.6733,7.5812,0.4189,0.3658,7.2262,22.4199
Tungro,38.5169,8.2241,4.595,0.0611,485.9607,7.7148,0.509,0.5001,11.1307,23.1775
Blast,38.2248,7.1839,5.7884,0.019,55.3473,7.9274,0.4415,0.3661,11.2026,24.8028
Blast,42.9158,1.6677,8.2534,0.0086,106.3247,7.6474,0.3981,0.3246,6.5077,23.2259
Blast,43.5925,7.8321,7.9492,0.0508,41.6869,7.514,0.4395,0.3782,7.0417,23.0412
Scald,42.5516,7.5342,5.6833,0.1047,136.2512,8.9974,0.5042,0.407,9.7501,24.7355
Healthy,41.2477,8.3924,6.1917,0.0383,96.9238,7.2428,0.4821,0.4392,9.4947,24.6066
Leaf-folder Injury,41.8146,6.4492,6.8333,0.0218,158.0217,8.6537,0.4439,0.4091,7.2086,21.347
Blast,40.9435,7.1482,5.053,0.024,366.648,7.5391,0.6582,0.6324,11.2623,22.588
Blast,43.7053,7.145,9.2616,0.0404,104.6187,6.9261,0.3973,0.3331,7.1935,24.709
Leaf-folder Injury,44.6412,5.66,5.8592,0.0405,53.8166,7.5182,0.443,0.3694,6.7433,23.4254
Healthy,41.1425,5.4241,7.6322,0.0206,124.7481,7.5933,0.417,0.3701,7.3154,22.4463
Blast,40.1907,6.6688,7.1983,0.0437,167.999,6.9386,0.4129,0.37,8.6441,23.8005
Insect Infestation,43.4446,2.4966,6.6565,0.0212,82.0495,7.501,0.4357,0.3516,7.1676,23.9405
Insect Infestation,37.6274,11.6877,6.2395,0.0566,158.8114,7.8823,0.5203,0.4792,12.7196,24.7718
Blast,40.9147,6.4765,6.7671,0.0183,160.6121,8.5535,0.4404,0.4043,7.1241,21.5845
Scald,40.972,5.7277,7.9243,0.0217,114.0094,7.5931,0.4178,0.3676,7.2911,22.3691
Insect Infestation,38.9766,6.6523,5.477,0.0464,193.2769,6.9141,0.4515,0.4049,9.3445,24.4926
Stripes,42.6537,6.9928,7.5126,0.0069,63.7527,7.4334,0.4069,0.3395,7.4914,23.4067
Stripes,43.8723,7.2302,8.8673,0.037,100.2848,6.9585,0.3918,0.3429,7.2228,24.7367
Leaf-folder Injury,41.1382,5.5407,7.648,0.0227,123.9671,7.6226,0.4173,0.3785,7.3847,22.4069
Blast,40.8707,5.5271,7.6994,0.0218,144.7879,7.5772,0.4153,0.3696,7.1585,22.5749
Blast,37.7621,7.992,4.4366,0.0244,424.8829,7.6115,0.5911,0.597,10.9399,21.4256
Insect Infestation,43.8599,7.253,9.1148,0.0388,104.8058,6.9041,0.3949,0.3445,7.334,24.7881
Healthy,37.4429,8.6322,3.4255,0.0575,374.7203,7.8512,0.5443,0.5343,10.9768,22.3956
Insect Infestation,36.8977,10.3546,6.1137,0.0461,168.772,7.8873,0.4715,0.4241,11.4115,23.906
Stripes,44.2504,8.4354,6.6967,0.0483,132.5821,7.041,0.5043,0.4109,11.1254,26.7071
Scald,36.177,10.1505,6.3946,0.0635,154.5018,7.6362,0.5876,0.5659,12.9072,23.2462
Healthy,43.8178,7.3172,4.8924,0.0581,28.1679,7.6135,0.5304,0.392,9.5737,25.7807
Healthy,37.3469,10.0314,0.9322,0.001,206.7748,8.2051,0.4831,0.4746,10.3513,21.5985
Insect Infestation,40.8132,5.735,7.7605,0.0197,118.2994,7.5745,0.411,0.3715,7.3099,22.3192
Leaf-folder Injury,43.1093,1.1677,8.3651,0.0112,103.7101,7.6355,0.3941,0.3206,6.5269,23.162
Leaf-folder Injury,40.9957,5.6347,7.5921,0.0189,118.6505,7.6139,0.4186,0.3668,7.3106,22.3974
Insect Infestation,37.8063,8.0576,4.4007,0.0304,390.5885,7.5456,0.5924,0.597,10.8481,21.5301
Healthy,43.8443,7.2039,9.2228,0.0384,102.475,6.9451,0.3983,0.3459,7.3371,24.8621
Blast,42.0283,6.5932,5.4816,0.0097,155.6316,8.0169,0.5049,0.4133,10.4259,25.0349
Tungro,40.8019,6.4472,7.0123,0.0228,101.1618,7.305,0.4286,0.3999,7.9079,22.448
Blast,32.5715,8.6556,6.6729,0.0369,790.0018,7.6265,0.6406,0.6451,13.483,23.019
Stripes,43.5924,7.5478,7.8823,0.0523,38.3726,7.4386,0.4348,0.3728,7.0531,22.9405
Blast,40.4827,7.9579,7.9312,0.0194,101.8384,7.0618,0.4434,0.4129,7.6944,22.624
Insect Infestation,40.6801,6.2896,7.0076,0.0169,101.4547,7.3119,0.4319,0.3909,7.9223,22.3073
Healthy,40.8365,5.5146,7.8027,0.0206,130.3993,7.5926,0.416,0.3681,7.3477,22.4563
Tungro,43.2594,7.5358,8.1723,0.0516,37.0293,7.4257,0.4414,0.3787,7.0827,23.0276
Scald,37.4918,9.8118,1.5128,0.0127,211.5122,8.3677,0.4754,0.4867,10.3141,21.4151
Stripes,42.6937,6.7771,7.5352,0.0124,63.9372,7.4784,0.4034,0.3366,7.2405,23.4085
Healthy,40.3601,7.4392,7.9569,0.0174,109.0328,7.0578,0.4394,0.4086,7.7011,22.6738
Leaf-folder Injury,43.661,7.1903,9.3951,0.0419,101.5462,7.0053,0.3981,0.3377,7.3626,24.7811
Blast,40.73,6.29,7.09,0.02,103.07,7.3025,0.4275,0.3925,7.905,22.3475
